"Month","Longitude","Latitude","Location","Crime.type"
"2015-01",-5.980273,54.577301," Kennedy Way","Anti-social behaviour"
"2015-01",-6.073626,54.523288," Edenvale Gardens","Anti-social behaviour"
"2015-01",-6.275819,54.868688," Thomas Street","Anti-social behaviour"
"2015-01",-6.704167,54.493545," Cavan Road","Anti-social behaviour"
"2015-01",-5.889551,54.21224," Main Street","Anti-social behaviour"
"2015-01",-7.468321,54.823291," Ballycolman Avenue","Anti-social behaviour"
"2015-01",-6.063984,54.517501," Thornleigh Drive","Anti-social behaviour"
"2015-01",-5.958754,54.612637," Brookfield Place","Anti-social behaviour"
"2015-01",-6.264111,54.351547," Burnview Terrace","Anti-social behaviour"
"2015-01",-5.814448,54.712692," Belfast Road","Anti-social behaviour"
"2015-01",-5.872615,54.608602," Inverwood Gardens","Anti-social behaviour"
"2015-01",-7.321907,54.999307," Strand Road","Anti-social behaviour"
"2015-01",-5.946853,54.632544," Shandarragh Park","Anti-social behaviour"
"2015-01",-6.153683,54.413027," Bishopshill","Anti-social behaviour"
"2015-01",-6.244744,54.110245," Dallan Hill","Anti-social behaviour"
"2015-01",-6.270823,54.86603," Glenravel Park","Anti-social behaviour"
"2015-01",-6.037326,54.507232," Ballynahinch Road","Anti-social behaviour"
"2015-01",-6.63886,54.786241," Grange Lane","Anti-social behaviour"
"2015-01",-5.927226,54.577509," Annadale Embankment","Anti-social behaviour"
"2015-01",-5.955965,54.613623," Prospect Park","Anti-social behaviour"
"2015-01",-5.922319,54.584882," Rutland Street","Anti-social behaviour"
"2015-01",-5.890692,54.597875," East Bread Street","Anti-social behaviour"
"2015-01",-7.484366,54.817997," Summerhill Court","Anti-social behaviour"
"2015-01",-6.763833,54.501186," Gortmerron Avenue","Anti-social behaviour"
"2015-01",-5.93765,54.586411," Abercorn Street","Anti-social behaviour"
"2015-01",-5.890032,54.548095," Laurelgrove Avenue","Anti-social behaviour"
"2015-01",-5.469241,54.49508," Oak Avenue","Anti-social behaviour"
"2015-01",-5.671397,54.662511," Southwell Road","Anti-social behaviour"
"2015-01",-5.90499,54.599705," Susan Street","Anti-social behaviour"
"2015-01",-6.448355,54.418539," Tavanagh Gardens","Anti-social behaviour"
"2015-01",-5.933066,54.591086," Dublin Road","Anti-social behaviour"
"2015-01",-5.934027,54.599306," Marquis Street","Anti-social behaviour"
"2015-01",-6.348367,54.459997," Oakridge","Anti-social behaviour"
"2015-01",-5.887872,54.597934," Westminister Avenue","Anti-social behaviour"
"2015-01",-6.70201,54.541613," Ardnaskea Park","Anti-social behaviour"
"2015-01",-5.926442,54.584423," Rugby Avenue","Anti-social behaviour"
"2015-01",-6.014801,54.563506," Margaretta Park","Anti-social behaviour"
"2015-01",-6.269415,54.855274," Brooke Park","Anti-social behaviour"
"2015-01",-7.455138,54.821328," Marian Park","Anti-social behaviour"
"2015-01",-6.60926,54.751003," Greenvale Park","Anti-social behaviour"
"2015-01",-7.152608,54.910617," Irwin Crescent","Anti-social behaviour"
"2015-01",-5.847551,54.580798," Farmhurst Green","Anti-social behaviour"
"2015-01",-6.741749,54.646057," Molesworth Road","Anti-social behaviour"
"2015-01",-6.517932,54.81058," Springfield Park","Anti-social behaviour"
"2015-01",-6.278199,54.869126," Duke Street","Anti-social behaviour"
"2015-01",-5.671813,54.659042," Railwayview Street","Anti-social behaviour"
"2015-01",-7.330341,54.617056," Beltany Road","Anti-social behaviour"
"2015-01",-5.931361,54.577418," Ridgeway Street","Anti-social behaviour"
"2015-01",-6.339119,54.175351," The Mall","Anti-social behaviour"
"2015-01",-7.325601,55.001753," Asylum Road","Anti-social behaviour"
"2015-01",-5.865506,54.574971," Glenview Avenue","Anti-social behaviour"
"2015-01",-6.936923,55.044233," Drumachose Park","Anti-social behaviour"
"2015-01",-6.629669,54.335679," Edenvale","Anti-social behaviour"
"2015-01",-7.378949,54.717334," Dublin Street","Anti-social behaviour"
"2015-01",-5.936409,54.610632," Kinnaird Street","Anti-social behaviour"
"2015-01",-6.260798,54.871663," Fisherwick Crescent","Anti-social behaviour"
"2015-01",-5.718268,54.744047," Quay Lane","Anti-social behaviour"
"2015-01",-6.51892,54.80822," Main Street","Anti-social behaviour"
"2015-01",-6.635239,54.344817," Orangefield Crescent","Anti-social behaviour"
"2015-01",-5.923514,54.240524," Drumee Road","Anti-social behaviour"
"2015-01",-5.81549,54.85276," Agnew Street","Anti-social behaviour"
"2015-01",-7.266328,55.033407," Deramore Drive","Anti-social behaviour"
"2015-01",-5.912343,54.678838," Kings Road","Anti-social behaviour"
"2015-01",-7.34522,55.029141," Upper Galliagh Road","Anti-social behaviour"
"2015-01",-6.253327,54.860353," Orkney Drive","Anti-social behaviour"
"2015-01",-5.957575,54.617029," Jamaica Street","Anti-social behaviour"
"2015-01",-6.939489,54.596088," Shanroy Park","Anti-social behaviour"
"2015-01",-5.956349,54.597322," Waterford Gardens","Anti-social behaviour"
"2015-01",-6.653187,55.072524," Ballylintagh Road","Anti-social behaviour"
"2015-01",-5.792105,54.440974," Milltown Lane","Anti-social behaviour"
"2015-01",-7.45461,54.823589," Evish Grove","Anti-social behaviour"
"2015-01",-6.339119,54.175351," The Mall","Anti-social behaviour"
"2015-01",-6.687057,54.978578," Houston Crescent","Anti-social behaviour"
"2015-01",-6.278223,54.865264," Mill Street","Anti-social behaviour"
"2015-01",-7.313373,54.377039," Spout Road","Anti-social behaviour"
"2015-01",-6.671477,54.843945," Main Street","Anti-social behaviour"
"2015-01",-5.921916,54.588541," Cooke Court","Anti-social behaviour"
"2015-01",-6.946879,55.04635," Benevenagh Drive","Anti-social behaviour"
"2015-01",-6.053608,54.496022," Springburn Park","Anti-social behaviour"
"2015-01",-6.449266,54.433151," Churchill Park","Anti-social behaviour"
"2015-01",-7.641273,54.350602," Derrin Road","Anti-social behaviour"
"2015-01",-6.616888,54.755951," Mullaghboy Crescent","Anti-social behaviour"
"2015-01",-5.933895,54.587857," Lower Crescent","Anti-social behaviour"
"2015-01",-5.932635,54.591645," Ventry Street","Anti-social behaviour"
"2015-01",-5.927828,54.598562," Arthur Square","Anti-social behaviour"
"2015-01",-5.930334,54.599189," Castle Street","Anti-social behaviour"
"2015-01",-5.949568,54.591529," Wauchope Court","Anti-social behaviour"
"2015-01",-5.903241,54.596988," Tower Street","Anti-social behaviour"
"2015-01",-7.32083,54.997442," Magazine Street","Anti-social behaviour"
"2015-01",-5.925203,54.602102," Victoria Street","Anti-social behaviour"
"2015-01",-6.251839,54.858759," Staffa Drive","Anti-social behaviour"
"2015-01",-5.886052,54.589762," Dunraven Gardens","Anti-social behaviour"
"2015-01",-6.221368,54.715206," Market Square","Anti-social behaviour"
"2015-01",-5.648462,54.482275," Whiterock Bay","Anti-social behaviour"
"2015-01",-5.910685,54.58611," Ravenhill Court","Anti-social behaviour"
"2015-01",-5.992775,54.563367," Ashton Avenue","Anti-social behaviour"
"2015-01",-7.30036,55.018983," Gleneagles","Anti-social behaviour"
"2015-01",-5.922608,54.585579," Hatfield Street","Anti-social behaviour"
"2015-01",-5.772852,54.728637," Higgins Court","Anti-social behaviour"
"2015-01",-7.445594,54.248965," Trasna Way","Anti-social behaviour"
"2015-01",-7.47647,54.787475," Daisy Park","Anti-social behaviour"
"2015-01",-6.748077,54.648323," Oritor Street","Anti-social behaviour"
"2015-01",-5.88054,54.58865," Orangefield Park","Anti-social behaviour"
"2015-01",-5.668506,54.659688," Market Street","Anti-social behaviour"
"2015-01",-5.938347,54.61425," Cliftonville Road","Anti-social behaviour"
"2015-01",-7.319635,54.589785," Ashbourne Court","Anti-social behaviour"
"2015-01",-6.021374,54.54975," Thornhill Crescent","Anti-social behaviour"
"2015-01",-5.931238,54.597228," Donegall Square North","Anti-social behaviour"
"2015-01",-5.956553,54.60313," Lawnbrook Avenue","Anti-social behaviour"
"2015-01",-5.671433,54.6581," Abbey Street","Anti-social behaviour"
"2015-01",-5.925203,54.602102," Victoria Street","Anti-social behaviour"
"2015-01",-7.630043,54.345824," Forthill Street","Anti-social behaviour"
"2015-01",-5.822991,54.851116," Coopers Lane","Anti-social behaviour"
"2015-01",-5.955906,54.623757," Dunowen Gardens","Anti-social behaviour"
"2015-01",-6.278889,54.864986," George Street","Anti-social behaviour"
"2015-01",-5.913018,54.662047," Armoy Gardens","Anti-social behaviour"
"2015-01",-5.528995,54.608362," Moss Road","Anti-social behaviour"
"2015-01",-5.560084,54.535318," Newtownards Road","Anti-social behaviour"
"2015-01",-5.946069,54.580517," Ashleigh Manor","Anti-social behaviour"
"2015-01",-5.940605,54.600811," Fingals Court","Anti-social behaviour"
"2015-01",-5.948621,54.678927," Glebe Road","Anti-social behaviour"
"2015-01",-5.936558,54.604641," Stanhope Drive","Anti-social behaviour"
"2015-01",-6.277823,54.854567," Toome Road","Anti-social behaviour"
"2015-01",-6.422472,54.497527," Ardmore Road","Anti-social behaviour"
"2015-01",-5.879054,54.573187," Delamont Park","Anti-social behaviour"
"2015-01",-6.353908,54.185132," Second Avenue","Anti-social behaviour"
"2015-01",-6.339119,54.175351," The Mall","Anti-social behaviour"
"2015-01",-5.441297,54.46002," Harbour Road","Anti-social behaviour"
"2015-01",-5.930316,54.586421," Wolseley Street","Anti-social behaviour"
"2015-01",-6.744188,54.64884," Coagh Crescent","Anti-social behaviour"
"2015-01",-7.339389,54.99767," Malin Gardens","Anti-social behaviour"
"2015-01",-5.680335,54.626993," Tower Park","Anti-social behaviour"
"2015-01",-5.696529,54.59668," Marquis Street","Anti-social behaviour"
"2015-01",-5.716197,54.320672," Vianstown Road","Anti-social behaviour"
"2015-01",-6.703511,54.248189," High Street","Anti-social behaviour"
"2015-01",-5.927733,54.597383," Chichester Street","Anti-social behaviour"
"2015-01",-7.462947,54.823779," Melvin Road","Anti-social behaviour"
"2015-01",-6.203922,54.718084," Kilgreel Road","Anti-social behaviour"
"2015-01",-6.929531,55.042174," Anderson Crescent","Anti-social behaviour"
"2015-01",-7.327904,54.99581," Lisfannon Park","Anti-social behaviour"
"2015-01",-7.612111,54.352658," College Park Lane","Anti-social behaviour"
"2015-01",-7.465187,54.823816," Bridge Street","Anti-social behaviour"
"2015-01",-5.96077,54.669195," Farmley Crescent","Anti-social behaviour"
"2015-01",-5.938434,54.548535," Kirkistown Avenue","Anti-social behaviour"
"2015-01",-5.636618,54.645646," Beaumont Drive","Anti-social behaviour"
"2015-01",-5.829682,54.455376," Listooder Gardens","Anti-social behaviour"
"2015-01",-6.73627,54.619911," Tullywiggan Road","Anti-social behaviour"
"2015-01",-5.965054,54.628161," Formby Park","Anti-social behaviour"
"2015-01",-5.928554,54.600102," Winecellar Entry","Anti-social behaviour"
"2015-01",NA,NA,"","Anti-social behaviour"
"2015-01",-5.909497,54.598121," Mountpottinger Road","Anti-social behaviour"
"2015-01",-5.547633,54.380822," Ferry Street","Anti-social behaviour"
"2015-01",-5.96753,54.684359," Glencroft Gardens","Anti-social behaviour"
"2015-01",-5.947105,54.665047," Horizon Mews","Anti-social behaviour"
"2015-01",-6.521574,55.206393," Woodvale Park","Anti-social behaviour"
"2015-01",-5.842254,54.856069," Lindara Drive","Anti-social behaviour"
"2015-01",-5.893548,54.590512," Grove Street East","Anti-social behaviour"
"2015-01",-5.934882,54.589437," Donegall Road","Anti-social behaviour"
"2015-01",-5.980273,54.577301," Kennedy Way","Anti-social behaviour"
"2015-01",-5.819791,54.640889," Woodlands","Anti-social behaviour"
"2015-01",-5.821929,54.853487," The Roddens","Anti-social behaviour"
"2015-01",-5.670535,54.65944," Dufferin Avenue","Anti-social behaviour"
"2015-01",-6.815213,54.532893," Lismore Drive","Anti-social behaviour"
"2015-01",-7.301561,54.994018," Montgomery Close","Anti-social behaviour"
"2015-01",-6.357243,54.445905," Ardowen","Anti-social behaviour"
"2015-01",-5.933461,54.593357," Hope Street","Anti-social behaviour"
"2015-01",-5.964375,54.628725," Wallasey Park","Anti-social behaviour"
"2015-01",-5.958754,54.612637," Brookfield Place","Anti-social behaviour"
"2015-01",-7.369863,54.402259," Headhill Road","Anti-social behaviour"
"2015-01",-6.337595,54.176291," Hill Street","Anti-social behaviour"
"2015-01",-6.653578,55.208021," Bath Terrace","Anti-social behaviour"
"2015-01",-7.263341,55.033407," Temple Road","Anti-social behaviour"
"2015-01",-6.271533,54.42019," Milltown Road","Anti-social behaviour"
"2015-01",-5.796114,54.598049," Dunleady Park","Anti-social behaviour"
"2015-01",-6.40621,54.43348," Lisnisky Lane","Anti-social behaviour"
"2015-01",-6.415809,54.433552," Ramone Park","Anti-social behaviour"
"2015-01",-5.928779,54.6106," Hardinge Place","Anti-social behaviour"
"2015-01",-6.339119,54.175351," The Mall","Anti-social behaviour"
"2015-01",-7.16018,54.913877," Glebe Crescent","Anti-social behaviour"
"2015-01",-6.486668,54.184529," Main Street","Anti-social behaviour"
"2015-01",-5.933066,54.591086," Dublin Road","Anti-social behaviour"
"2015-01",-6.941795,55.040395," Glenview Drive","Anti-social behaviour"
"2015-01",-5.893556,54.514516," Lough Erne Park","Anti-social behaviour"
"2015-01",-6.943699,55.03937," Woodland Walk","Anti-social behaviour"
"2015-01",-6.256323,54.106532," Ganna Way","Anti-social behaviour"
"2015-01",-7.016933,55.044565," Main Street","Anti-social behaviour"
"2015-01",-6.739946,54.647727," Limekiln Lane","Anti-social behaviour"
"2015-01",-5.927653,54.600778," Waring Street","Anti-social behaviour"
"2015-01",-5.893638,54.222905," Burrenview Way","Anti-social behaviour"
"2015-01",-6.745606,54.649583," Oldtown Street","Anti-social behaviour"
"2015-01",-5.641896,54.648947," Kingsmere Avenue","Anti-social behaviour"
"2015-01",-7.473838,54.816578," Melmount Gardens","Anti-social behaviour"
"2015-01",-6.005767,54.061377," Finlieve Place","Anti-social behaviour"
"2015-01",-6.264584,54.878546," Dunfane Avenue","Anti-social behaviour"
"2015-01",-6.230421,54.479666," Castlevue Gardens","Anti-social behaviour"
"2015-01",-6.769659,55.147597," Woodend Park","Anti-social behaviour"
"2015-01",-5.931597,54.607845," Victoria Parade","Anti-social behaviour"
"2015-01",-7.641375,54.425273," Rossfad Road","Anti-social behaviour"
"2015-01",-7.612311,54.354258," Loane Drive","Anti-social behaviour"
"2015-01",-5.832346,54.533588," Keel Way","Anti-social behaviour"
"2015-01",-5.964302,54.680692," Glenvarna Walk","Anti-social behaviour"
"2015-01",-6.339119,54.175351," The Mall","Anti-social behaviour"
"2015-01",-7.47157,54.822299," Derg Villas","Anti-social behaviour"
"2015-01",-7.643201,54.348164," Queen Street","Anti-social behaviour"
"2015-01",-6.144152,54.417373," Mountview Drive","Anti-social behaviour"
"2015-01",-6.352703,54.997039," Frosses Road","Anti-social behaviour"
"2015-01",-6.278889,54.864986," George Street","Anti-social behaviour"
"2015-01",-5.796114,54.598049," Dunleady Park","Anti-social behaviour"
"2015-01",-7.159649,55.036507," Longfield Road","Anti-social behaviour"
"2015-01",-5.968034,54.559692," Findon Grove","Anti-social behaviour"
"2015-01",-6.769659,55.147597," Woodend Park","Anti-social behaviour"
"2015-01",-5.529113,54.607699," Abbey Road","Anti-social behaviour"
"2015-01",-5.672768,54.661864," Gray'S Hill","Anti-social behaviour"
"2015-01",-5.774041,54.728462," Higgins Court","Anti-social behaviour"
"2015-01",-6.769659,55.147597," Woodend Park","Anti-social behaviour"
"2015-01",-6.69245,54.542939," Meenagh Park","Anti-social behaviour"
"2015-01",-6.277105,54.858258," Queen Street","Anti-social behaviour"
"2015-01",-6.277105,54.858258," Queen Street","Anti-social behaviour"
"2015-01",-7.461568,54.825632," Barrack Street","Anti-social behaviour"
"2015-01",-7.359531,55.032846," Benview Estate","Anti-social behaviour"
"2015-01",-5.927533,54.599788," High Street","Anti-social behaviour"
"2015-01",-7.356594,55.014156," Barrs Lane","Anti-social behaviour"
"2015-01",-6.745148,54.646838," Burn Road","Anti-social behaviour"
"2015-01",-6.277867,54.860838," Patrick Place","Anti-social behaviour"
"2015-01",-6.277105,54.858258," Queen Street","Anti-social behaviour"
"2015-01",-5.889516,54.215339," Railway Street","Anti-social behaviour"
"2015-01",-5.656093,54.641352," Balloo Walk","Anti-social behaviour"
"2015-01",-5.66942,54.589304," Greenlea Park","Anti-social behaviour"
"2015-01",-7.649359,54.345478," Whaley Terrace","Anti-social behaviour"
"2015-01",-5.939056,54.586435," Minds Way","Anti-social behaviour"
"2015-01",-5.961838,54.588115," Rodney Parade","Anti-social behaviour"
"2015-01",-5.666901,54.662003," Bingham Lane","Anti-social behaviour"
"2015-01",-6.18698,54.710663," Firmount Drive","Anti-social behaviour"
"2015-01",-7.292116,54.85596," Lisnaragh Road","Anti-social behaviour"
"2015-01",-6.394186,54.197653," College Square North","Anti-social behaviour"
"2015-01",-6.678204,55.13091," Spencer Row","Anti-social behaviour"
"2015-01",-5.933895,54.587857," Lower Crescent","Anti-social behaviour"
"2015-01",-5.850478,54.364573," Sycamore Court","Anti-social behaviour"
"2015-01",-5.927357,54.5862," University Street","Anti-social behaviour"
"2015-01",-6.214981,54.562726," Scroggy Road","Anti-social behaviour"
"2015-01",-7.308576,54.996744," Bonds Street","Anti-social behaviour"
"2015-01",-6.944669,55.039971," Coolessan Walk","Anti-social behaviour"
"2015-01",-7.3061,54.991709," Good Shepherd Glen","Anti-social behaviour"
"2015-01",-6.016592,54.556545," Forest Park","Anti-social behaviour"
"2015-01",-7.175374,55.02403," Madison Avenue","Anti-social behaviour"
"2015-01",-6.053501,54.518078," Bellevue Park","Anti-social behaviour"
"2015-01",-5.949511,54.596047," Gibson Street","Anti-social behaviour"
"2015-01",-7.175678,55.029817," St. Canices Park","Anti-social behaviour"
"2015-01",-6.786247,54.505843," Ballysaggart Park","Anti-social behaviour"
"2015-01",-5.998658,54.55279," Beechlawn Park","Anti-social behaviour"
"2015-01",-7.641273,54.350602," Derrin Road","Anti-social behaviour"
"2015-01",-5.976813,54.600604," High Link","Anti-social behaviour"
"2015-01",-7.330139,55.029517," Galliagh Park","Anti-social behaviour"
"2015-01",-5.682499,54.589493," Stanfield Drive","Anti-social behaviour"
"2015-01",-5.909219,54.560064," Breda Park","Anti-social behaviour"
"2015-01",-5.672662,54.657207," Abbey Street","Anti-social behaviour"
"2015-01",-6.688581,54.534443," Canal Place","Anti-social behaviour"
"2015-01",-5.882654,54.526429," Manse Drive","Anti-social behaviour"
"2015-01",-5.797563,54.502085," Meadow Way","Anti-social behaviour"
"2015-01",-5.931632,54.57328," Lockview Road","Anti-social behaviour"
"2015-01",-5.903567,54.588252," Carlingford Street","Anti-social behaviour"
"2015-01",-7.466078,54.814019," Ballycolman Road","Anti-social behaviour"
"2015-01",-6.292819,54.462936," Taughrane Heights","Anti-social behaviour"
"2015-01",-5.961793,54.678161," Northcroft","Anti-social behaviour"
"2015-01",-5.792259,54.257132," Marian Park","Anti-social behaviour"
"2015-01",-6.940087,55.038727," Glenburn Way","Anti-social behaviour"
"2015-01",-6.272027,54.351302," Reilly Place","Anti-social behaviour"
"2015-01",-5.819155,54.85438," Mcgarel Court","Anti-social behaviour"
"2015-01",-6.215194,54.620464," Main Street","Anti-social behaviour"
"2015-01",-6.502516,55.066649," Stuart Park","Anti-social behaviour"
"2015-01",-7.639946,54.345747," High Street","Anti-social behaviour"
"2015-01",-7.29392,54.600867," Holmview Mews","Anti-social behaviour"
"2015-01",-7.353108,55.019967," Ennis Place","Anti-social behaviour"
"2015-01",-5.920489,54.587699," Shaftesbury Avenue","Anti-social behaviour"
"2015-01",-7.323763,54.591776," Lambrook Close","Anti-social behaviour"
"2015-01",-6.278889,54.864986," George Street","Anti-social behaviour"
"2015-01",-5.955902,54.6155," Havana Way","Anti-social behaviour"
"2015-01",-6.189383,54.71697," Dunamoy Drive","Anti-social behaviour"
"2015-01",-6.041317,54.543848," Barnfield Road","Anti-social behaviour"
"2015-01",-5.969702,54.556306," Upper Malone Park","Anti-social behaviour"
"2015-01",-6.318527,54.863951," Fairyhill","Anti-social behaviour"
"2015-01",-5.667909,54.633592," Ardvanagh Grange","Anti-social behaviour"
"2015-01",-6.705129,54.248458," Market Street","Anti-social behaviour"
"2015-01",-6.028906,54.510546," Ashmount Gardens","Anti-social behaviour"
"2015-01",-6.784199,54.507242," Lisnahull Gardens","Anti-social behaviour"
"2015-01",-5.665177,54.665573," Holborn Lane","Anti-social behaviour"
"2015-01",-6.037355,54.514025," Seymour Street","Anti-social behaviour"
"2015-01",-7.627793,54.343024," Tempo Road","Anti-social behaviour"
"2015-01",-6.067837,54.527805," Tullyvar Park","Anti-social behaviour"
"2015-01",-6.443381,54.426597," Park Road","Anti-social behaviour"
"2015-01",-6.441213,54.422032," Sandy Row","Anti-social behaviour"
"2015-01",-6.743266,54.640053," Fountain Close","Anti-social behaviour"
"2015-01",-7.268315,54.607605," Knockmoe Heights","Anti-social behaviour"
"2015-01",-6.334009,54.469477," Victoria Street","Anti-social behaviour"
"2015-01",-6.805828,54.503001," Ballygawley Road","Anti-social behaviour"
"2015-01",-6.748197,54.650454," Millburn Park","Anti-social behaviour"
"2015-01",-6.277823,54.854567," Toome Road","Anti-social behaviour"
"2015-01",-6.685637,55.140405," Greenhill Road","Anti-social behaviour"
"2015-01",-5.791302,54.73194," Portsmouth Gardens","Anti-social behaviour"
"2015-01",-6.663339,54.841016," King William Iii Crescent","Anti-social behaviour"
"2015-01",-5.949617,54.583785," Tates Avenue","Anti-social behaviour"
"2015-01",-5.667217,54.590223," Fairfield Court","Anti-social behaviour"
"2015-01",-6.565739,54.776513," Shandon Park","Anti-social behaviour"
"2015-01",-6.654925,54.348038," Cathedral Close","Anti-social behaviour"
"2015-01",-6.34796,54.177171," Monaghan Row","Anti-social behaviour"
"2015-01",-5.930723,54.65342," Mulderg Drive","Anti-social behaviour"
"2015-01",-6.305249,54.860783," Cameron Park","Anti-social behaviour"
"2015-01",-6.69121,54.446455," The Square","Anti-social behaviour"
"2015-01",-6.217308,54.722136," Tiger Court","Anti-social behaviour"
"2015-01",-7.47556,54.784525," Grove Terrace","Anti-social behaviour"
"2015-01",-6.270932,54.846015," Drumtara","Anti-social behaviour"
"2015-01",-5.947011,54.612816," Mountview Court","Anti-social behaviour"
"2015-01",-5.970349,54.676364," Antrim Road","Anti-social behaviour"
"2015-01",-7.353445,55.020382," O'Riada Court","Anti-social behaviour"
"2015-01",-5.931677,54.579714," Colenso Parade","Anti-social behaviour"
"2015-01",-6.366334,54.445256," Hillcrest Manor","Anti-social behaviour"
"2015-01",-7.467857,54.827798," Eden Terrace","Anti-social behaviour"
"2015-01",-5.690213,54.592614," Movilla Street","Anti-social behaviour"
"2015-01",-5.666169,54.595019," Heron Lodge","Anti-social behaviour"
"2015-01",-5.904098,54.557424," Newton Park","Anti-social behaviour"
"2015-01",-5.934143,54.590584," Great Victoria Street","Anti-social behaviour"
"2015-01",-7.320709,55.017536," Racecourse Road","Anti-social behaviour"
"2015-01",-6.346262,54.889541," Ard-Na-Maine","Anti-social behaviour"
"2015-01",-6.635239,54.344817," Orangefield Crescent","Anti-social behaviour"
"2015-01",-5.780858,54.729575," Dromore Road","Anti-social behaviour"
"2015-01",-7.213844,54.980601," Lettershendony Avenue","Anti-social behaviour"
"2015-01",-6.078527,54.521237," Rathvarna Avenue","Anti-social behaviour"
"2015-01",-5.919596,54.607639," Pilot Street","Anti-social behaviour"
"2015-01",-5.667276,54.663573," High Street","Anti-social behaviour"
"2015-01",-6.663686,55.133707," Railway Place","Anti-social behaviour"
"2015-01",-5.89915,54.601904," Medway Street","Anti-social behaviour"
"2015-01",-5.669344,54.659668," Main Street","Anti-social behaviour"
"2015-01",-5.924925,54.599348," Upper Church Lane","Anti-social behaviour"
"2015-01",-7.325658,55.035573," Fernabbey Court","Anti-social behaviour"
"2015-01",-5.837175,54.460084," Lisburn Road","Anti-social behaviour"
