"Location","Month","Crime.type","Latitude","Longitude","Postcode"
"dunturk road","2015-01","Anti-social behaviour",54.316681,-5.908767,"BT319PF"
"durnascallon lane","2015-01","Anti-social behaviour",54.753846,-6.6721,"BT455LZ"
"ean hill","2015-01","Anti-social behaviour",54.638996,-5.838481,"BT189LQ"
"earlscourt street","2015-01","Anti-social behaviour",54.596874,-5.959064,"BT127AS"
"east bread street","2015-01","Anti-social behaviour",54.597875,-5.890692,"BT55AP"
"east street","2015-01","Anti-social behaviour",54.644655,-5.542194,"BT237DD"
"east street","2015-01","Anti-social behaviour",54.101899,-6.253506,"BT237DD"
"eden terrace","2015-01","Anti-social behaviour",54.827798,-7.467857,"BT358GY"
"edenvale","2015-01","Anti-social behaviour",54.335679,-6.629669,"BT309PU"
"edenvale gardens","2015-01","Anti-social behaviour",54.523288,-6.073626,"BT282UT"
"edward street","2015-01","Anti-social behaviour",54.350222,-6.656545,"BT666DD"
"eglantine avenue","2015-01","Anti-social behaviour",54.581301,-5.941976,"BT96DX"
"elm corner","2015-01","Anti-social behaviour",54.544246,-6.00906,"BT179PY"
"elmwood avenue","2015-01","Anti-social behaviour",54.584479,-5.937639,"BT96AZ"
"ennis place","2015-01","Anti-social behaviour",55.019967,-7.353108,"BT480LW"
"enniskeen","2015-01","Anti-social behaviour",54.448458,-6.380637,"BT654AE"
"erskine park","2015-01","Anti-social behaviour",54.75876,-6.005284,"BT399DB"
"erskine street","2015-01","Anti-social behaviour",54.180676,-6.339564,"BT356BX"
"etna drive","2015-01","Anti-social behaviour",54.617911,-5.959295,"BT147LH"
"euston street","2015-01","Anti-social behaviour",54.588628,-5.898364,"BT69AF"
"evish grove","2015-01","Anti-social behaviour",54.823589,-7.45461,"BT828HR"
"exchange road","2015-01","Anti-social behaviour",54.852423,-5.818716,"BT401RX"
"fairfield court","2015-01","Anti-social behaviour",54.590223,-5.667217,"BT238GA"
"fairfield heights","2015-01","Anti-social behaviour",54.194814,-6.353661,"BT356SJ"
"fairyhill","2015-01","Anti-social behaviour",54.863951,-6.318527,"BT421FH"
"falls road","2015-01","Anti-social behaviour",54.580166,-5.980209,"BT119AB"
"farmhurst green","2015-01","Anti-social behaviour",54.580798,-5.847551,"BT57PB"
"farmley crescent","2015-01","Anti-social behaviour",54.669195,-5.96077,"BT367TX"
"farranseer park","2015-01","Anti-social behaviour",55.099933,-6.710606,"BT514NA"
"fergleen park","2015-01","Anti-social behaviour",55.030151,-7.327798,"BT488LE"
"ferguson street","2015-01","Anti-social behaviour",54.98951,-7.325588,"BT486TA"
"fernabbey court","2015-01","Anti-social behaviour",55.035573,-7.325658,"BT488RN"
"fernabbey drive","2015-01","Anti-social behaviour",55.035973,-7.323196,"BT488RE"
"fernagh gardens","2015-01","Anti-social behaviour",54.675212,-5.905815,"BT370BL"
"fernagh road","2015-01","Anti-social behaviour",54.676021,-5.906363,"BT370BE"
"fernlea gardens","2015-01","Anti-social behaviour",54.748726,-6.005964,"BT399EJ"
"ferry street","2015-01","Anti-social behaviour",54.380822,-5.547633,"BT221PB"
"findon grove","2015-01","Anti-social behaviour",54.559692,-5.968034,"BT96QN"
"fingals court","2015-01","Anti-social behaviour",54.600811,-5.940605,"BT132DP"
"finlieve place","2015-01","Anti-social behaviour",54.061377,-6.005767,"BT344BT"
"finsbury crescent","2015-01","Anti-social behaviour",54.549168,-5.896437,"BT86GH"
"firmount drive","2015-01","Anti-social behaviour",54.710663,-6.18698,"BT411JH"
"first avenue","2015-01","Anti-social behaviour",54.183544,-6.352745,"BT356EZ"
"fisherwick crescent","2015-01","Anti-social behaviour",54.871663,-6.260798,"BT437EB"
"fitzwilliam square","2015-01","Anti-social behaviour",54.584414,-5.923333,"BT71JH"
"fitzwilliam street","2015-01","Anti-social behaviour",54.585909,-5.9393,"BT96AW"
"flax street","2015-01","Anti-social behaviour",54.613656,-5.956815,"BT147EJ"
"floral park","2015-01","Anti-social behaviour",54.659852,-5.942221,"BT367RU"
"forest park","2015-01","Anti-social behaviour",54.556545,-6.016592,"BT521JJ"
"formby park","2015-01","Anti-social behaviour",54.628161,-5.965054,"BT146PS"
"forthill grove","2015-01","Anti-social behaviour",54.690407,-5.93627,"BT366QW"
"forthill road","2015-01","Anti-social behaviour",54.344428,-7.631701,"BT746AW"
"forthill street","2015-01","Anti-social behaviour",54.345824,-7.630043,"BT746AJ"
"forthriver drive","2015-01","Anti-social behaviour",54.618739,-5.979165,"BT133UL"
"fountain close","2015-01","Anti-social behaviour",54.640053,-6.743266,"BT808QR"
"fox's hill","2015-01","Anti-social behaviour",54.478039,-6.332689,"BT679EZ"
"frenchpark street","2015-01","Anti-social behaviour",54.586155,-5.955345,"BT126HZ"
"frosses road","2015-01","Anti-social behaviour",54.997039,-6.352703,"BT449PU"
"fyfin road","2015-01","Anti-social behaviour",54.759805,-7.457364,"BT829LH"
"galliagh park","2015-01","Anti-social behaviour",55.029517,-7.330139,"BT488DD"
"galway street","2015-01","Anti-social behaviour",54.598042,-5.93895,"BT124AF"
"ganna way","2015-01","Anti-social behaviour",54.106532,-6.256323,"BT343LT"
"gardiners cross road","2015-01","Anti-social behaviour",54.353199,-7.462554,"BT944QD"
"garvaghy crescent","2015-01","Anti-social behaviour",54.87578,-6.467694,"BT448QW"
"garvey manor","2015-01","Anti-social behaviour",54.573515,-6.021382,"BT119RL"
"george street","2015-01","Anti-social behaviour",54.864986,-6.278889,"BT623AS"
"gibson street","2015-01","Anti-social behaviour",54.596047,-5.949511,"BT124LW"
"gillespie court","2015-01","Anti-social behaviour",54.549746,-5.744079,"BT235GL"
"glasvey rise","2015-01","Anti-social behaviour",54.558833,-6.019697,"BT170DZ"
"glebe crescent","2015-01","Anti-social behaviour",54.913877,-7.16018,"BT670TR"
"glebe road","2015-01","Anti-social behaviour",54.678927,-5.948621,"BT422QW"
"glebecoole drive","2015-01","Anti-social behaviour",54.672948,-5.953155,"BT366HZ"
"glebetown drive","2015-01","Anti-social behaviour",54.314076,-5.712382,"BT306QB"
"glen park","2015-01","Anti-social behaviour",54.547837,-5.766596,"BT235RQ"
"glenavy road","2015-01","Anti-social behaviour",54.553032,-6.198046,"BT294LA"
"glenburn way","2015-01","Anti-social behaviour",55.038727,-6.940087,"BT490RN"
"glencairn way","2015-01","Anti-social behaviour",54.617588,-5.982349,"BT133TE"
"glencregagh road","2015-01","Anti-social behaviour",54.563645,-5.905309,"BT86FZ"
"glencroft gardens","2015-01","Anti-social behaviour",54.684359,-5.96753,"BT365GE"
"glendale park","2015-01","Anti-social behaviour",54.556535,-5.904684,"BT86HT"
"glendarragh mews","2015-01","Anti-social behaviour",54.62002,-5.856241,"BT42WE"
"gleneagles","2015-01","Anti-social behaviour",55.018983,-7.30036,"BT487TF"
"glenholm drive","2015-01","Anti-social behaviour",54.556759,-5.900468,"BT86LW"
"glenmill park","2015-01","Anti-social behaviour",55.040343,-6.943048,"BT490RS"
"glenmore gardens","2015-01","Anti-social behaviour",55.041299,-6.941427,"BT536DG"
"glenravel park","2015-01","Anti-social behaviour",54.86603,-6.270823,"BT437ND"
"glenravel road","2015-01","Anti-social behaviour",54.995874,-6.179606,"BT436QW"
"glenrosa street","2015-01","Anti-social behaviour",54.613692,-5.927755,"BT152JB"
"glenvarna walk","2015-01","Anti-social behaviour",54.680692,-5.964302,"BT365JE"
"glenview avenue","2015-01","Anti-social behaviour",54.574971,-5.865506,"BT57LZ"
"glenview drive","2015-01","Anti-social behaviour",55.040395,-6.941795,"BT490RZ"
"glenview park","2015-01","Anti-social behaviour",54.381119,-7.45651,"BT828LU"
"good shepherd glen","2015-01","Anti-social behaviour",54.991941,-7.302675,"BT472AH"
"good shepherd glen","2015-01","Anti-social behaviour",54.991709,-7.3061,"BT472AH"
"gortalowry park","2015-01","Anti-social behaviour",54.634544,-6.743916,"BT808JH"
"gorteen crescent","2015-01","Anti-social behaviour",55.039372,-6.946046,"BT499EW"
"gortmerron avenue","2015-01","Anti-social behaviour",54.501186,-6.763833,"BT717AJ"
"gough avenue","2015-01","Anti-social behaviour",54.347512,-6.642377,"BT601BU"
"grange lane","2015-01","Anti-social behaviour",54.786241,-6.63886,"BT455EU"
"grange valley crescent","2015-01","Anti-social behaviour",54.748476,-6.009874,"BT399AY"
"gray's hill","2015-01","Anti-social behaviour",54.661864,-5.672768,"BT203BB"
"great james street","2015-01","Anti-social behaviour",54.999402,-7.322812,"BT487DG"
"great james street","2015-01","Anti-social behaviour",54.999244,-7.321893,"BT487DG"
"great victoria street","2015-01","Anti-social behaviour",54.590584,-5.934143,"BT27BG"
"greenhill road","2015-01","Anti-social behaviour",55.140405,-6.685637,"BT345AS"
"greenlea park","2015-01","Anti-social behaviour",54.589304,-5.66942,"BT238WD"
"greenpark drive","2015-01","Anti-social behaviour",54.707043,-6.22531,"BT414EW"
"greenvale park","2015-01","Anti-social behaviour",54.751003,-6.60926,"BT456DP"
"greystone park","2015-01","Anti-social behaviour",55.044311,-6.943773,"BT513LF"
"grove street east","2015-01","Anti-social behaviour",54.590512,-5.893548,"BT55GG"
"grove terrace","2015-01","Anti-social behaviour",54.784525,-7.47556,"BT465BW"
"gulf road","2015-01","Anti-social behaviour",54.928131,-7.184935,"BT473TW"
"gweebara park","2015-01","Anti-social behaviour",55.01543,-7.342911,"BT480EE"
"halford mews","2015-01","Anti-social behaviour",54.299929,-6.521516,"BT601PQ"
"hallidays road","2015-01","Anti-social behaviour",54.613285,-5.935501,"BT152FJ"
"harbour road","2015-01","Anti-social behaviour",54.46002,-5.441297,"BT344AU"
"hardinge place","2015-01","Anti-social behaviour",54.6106,-5.928779,"BT152HX"
"harvey court","2015-01","Anti-social behaviour",54.597254,-5.901479,"BT54HA"
"hatfield street","2015-01","Anti-social behaviour",54.585579,-5.922608,"BT72FB"
"havana way","2015-01","Anti-social behaviour",54.6155,-5.955902,"BT147QH"
"hazelwood avenue","2015-01","Anti-social behaviour",54.981326,-7.336893,"BT170SZ"
"herbison park","2015-01","Anti-social behaviour",54.877944,-6.269004,"BT437DQ"
"heron lodge","2015-01","Anti-social behaviour",54.595019,-5.666169,"BT238WQ"
"heron ridge","2015-01","Anti-social behaviour",54.596162,-5.666227,"BT238WL"
"higgins court","2015-01","Anti-social behaviour",54.728462,-5.774041,"BT387PS"
"higgins court","2015-01","Anti-social behaviour",54.728637,-5.772852,"BT387PS"
"high link","2015-01","Anti-social behaviour",54.600604,-5.976813,"BT133ED"
"high street","2015-01","Anti-social behaviour",54.592861,-5.695135,"BT189SS"
"high street","2015-01","Anti-social behaviour",54.248189,-6.703511,"BT189SS"
"high street","2015-01","Anti-social behaviour",54.345747,-7.639946,"BT189SS"
"high street","2015-01","Anti-social behaviour",54.663573,-5.667276,"BT189SS"
"high street","2015-01","Anti-social behaviour",54.599788,-5.927533,"BT189SS"
"high street","2015-01","Anti-social behaviour",54.663536,-5.666286,"BT189SS"
"high street","2015-01","Anti-social behaviour",54.599865,-5.927313,"BT189SS"
"hilden court","2015-01","Anti-social behaviour",54.519132,-6.023766,"BT274YL"
"hill crescent","2015-01","Anti-social behaviour",54.194038,-6.339656,"BT341PS"
"hill crest","2015-01","Anti-social behaviour",54.649228,-5.672622,"BT204EH"
"hill street","2015-01","Anti-social behaviour",54.176291,-6.337595,"BT12LB"
"hill street","2015-01","Anti-social behaviour",54.60262,-5.927095,"BT12LB"
"hill street","2015-01","Anti-social behaviour",54.601179,-5.92641,"BT12LB"
"hillcrest","2015-01","Anti-social behaviour",54.714439,-6.201631,"BT411LA"
"hillcrest manor","2015-01","Anti-social behaviour",54.444859,-6.36561,"BT655BX"
"hillcrest manor","2015-01","Anti-social behaviour",54.445256,-6.366334,"BT655BX"
"hillsborough road","2015-01","Anti-social behaviour",54.506129,-6.047399,"BT88HR"
"hillview place","2015-01","Anti-social behaviour",54.638876,-5.832307,"BT189DL"
"hillview walk","2015-01","Anti-social behaviour",54.356289,-7.632441,"BT746HA"
"holborn lane","2015-01","Anti-social behaviour",54.665573,-5.665177,"BT205EA"
"hollybrook grange","2015-01","Anti-social behaviour",54.665805,-5.97396,"BT364ZP"
"holmview mews","2015-01","Anti-social behaviour",54.600867,-7.29392,"BT790BB"
"hope street","2015-01","Anti-social behaviour",54.865071,-6.282422,"BT435EE"
"hope street","2015-01","Anti-social behaviour",54.593357,-5.933461,"BT435EE"
"hopefield gardens","2015-01","Anti-social behaviour",55.190274,-6.647426,"BT568QG"
"horace street","2015-01","Anti-social behaviour",54.993609,-7.319723,"BT486JS"
"horizon mews","2015-01","Anti-social behaviour",54.665047,-5.947105,"BT366FJ"
"hospital road","2015-01","Anti-social behaviour",54.180112,-6.352147,"BT455EG"
"houston crescent","2015-01","Anti-social behaviour",54.978578,-6.687057,"BT515NN"
"houston park","2015-01","Anti-social behaviour",54.583749,-5.881321,"BT424LB"
"hunters park","2015-01","Anti-social behaviour",54.811671,-6.516756,"BT458JE"
"huntingdale court","2015-01","Anti-social behaviour",54.744051,-6.013959,"BT399FD"
"inishargie gardens","2015-01","Anti-social behaviour",54.650434,-5.700957,"BT191SN"
"inisharoan court","2015-01","Anti-social behaviour",54.591036,-5.684268,"BT238LZ"
"inverwood gardens","2015-01","Anti-social behaviour",54.608602,-5.872615,"BT41RG"
"irwell court","2015-01","Anti-social behaviour",54.591519,-5.959099,"BT126EZ"
"irwin crescent","2015-01","Anti-social behaviour",54.910617,-7.152608,"BT43AQ"
"jamaica road","2015-01","Anti-social behaviour",54.615677,-5.95467,"BT147QW"
"jamaica road","2015-01","Anti-social behaviour",54.617112,-5.957168,"BT147QW"
"jamaica street","2015-01","Anti-social behaviour",54.617029,-5.957575,"BT147QF"
"james street","2015-01","Anti-social behaviour",54.599024,-7.307629,"BT522DN"
"joanmount park","2015-01","Anti-social behaviour",54.629059,-5.960208,"BT146PE"
"john street","2015-01","Anti-social behaviour",54.59165,-5.698051,"BT781DW"
"john street","2015-01","Anti-social behaviour",54.599537,-7.304696,"BT781DW"
"keel way","2015-01","Anti-social behaviour",54.533588,-5.832346,"BT236DF"
"kennedy way","2015-01","Anti-social behaviour",54.577301,-5.980273,"BT119BQ"
"keswick street","2015-01","Anti-social behaviour",54.607713,-5.952902,"BT131RW"
"kilgreel road","2015-01","Anti-social behaviour",54.718084,-6.203922,"BT411EU"
"killeaton gardens","2015-01","Anti-social behaviour",54.540416,-6.025333,"BT179HF"
"killeen avenue","2015-01","Anti-social behaviour",54.65323,-5.69818,"BT191ND"
"killinchy street","2015-01","Anti-social behaviour",54.549875,-5.745216,"BT235AP"
"killyclogher road","2015-01","Anti-social behaviour",54.622652,-7.206893,"BT790AX"
"killycomain drive","2015-01","Anti-social behaviour",54.424845,-6.415051,"BT635JR"
"kilmore road","2015-01","Anti-social behaviour",54.398547,-6.547103,"BT440RQ"
"king william iii crescent","2015-01","Anti-social behaviour",54.841016,-6.663339,"BT465HA"
"kings road","2015-01","Anti-social behaviour",54.678838,-5.912343,"BT389PT"
"kingsmere avenue","2015-01","Anti-social behaviour",54.648947,-5.641896,"BT146ND"
"kinnaird street","2015-01","Anti-social behaviour",54.610632,-5.936409,"BT146BE"
"kinnaird terrace","2015-01","Anti-social behaviour",54.61115,-5.937312,"BT146BN"
"kirkistown avenue","2015-01","Anti-social behaviour",54.548535,-5.938434,"BT87FG"
"kirkliston park","2015-01","Anti-social behaviour",54.59306,-5.87635,"BT56EB"
"knockburn grove","2015-01","Anti-social behaviour",54.516008,-6.079112,"BT282QN"
"knockhill park","2015-01","Anti-social behaviour",54.593564,-5.862614,"BT56HX"
"knockmoe heights","2015-01","Anti-social behaviour",54.607605,-7.268315,"BT797LX"
"knocknagoney park","2015-01","Anti-social behaviour",54.618429,-5.858198,"BT42PT"
"knocknagoney way","2015-01","Anti-social behaviour",54.617515,-5.852285,"BT42PX"
"koram square","2015-01","Anti-social behaviour",54.822328,-7.474058,"BT829DP"
"kylemore road","2015-01","Anti-social behaviour",55.126088,-6.681687,"BT513HG"
"kylemore road","2015-01","Anti-social behaviour",55.125385,-6.680628,"BT513HG"
"laburnum grove","2015-01","Anti-social behaviour",54.548857,-5.734993,"BT235NS"
"lackaboy view","2015-01","Anti-social behaviour",54.353089,-7.609154,"BT744DY"
"ladas way","2015-01","Anti-social behaviour",54.582322,-5.894311,"BT69ND"
"lagmore meadows","2015-01","Anti-social behaviour",54.552228,-6.030667,"BT170TJ"
"lambeg road","2015-01","Anti-social behaviour",54.528004,-6.028976,"BT274QA"
"lambrook close","2015-01","Anti-social behaviour",54.591776,-7.323763,"BT785SN"
"laurelbank","2015-01","Anti-social behaviour",54.560289,-6.025223,"BT170RX"
"laurelgrove avenue","2015-01","Anti-social behaviour",54.548095,-5.890032,"BT86ZQ"
"lawnbrook avenue","2015-01","Anti-social behaviour",54.60313,-5.956553,"BT132QB"
"legann street","2015-01","Anti-social behaviour",54.622197,-5.975881,"BT148AR"
"leggagh court","2015-01","Anti-social behaviour",54.624272,-5.976382,"BT148AY"
"leighinmohr avenue","2015-01","Anti-social behaviour",54.856843,-6.283752,"BT422AS"
"lenadoon avenue","2015-01","Anti-social behaviour",54.572067,-6.010874,"BT119HD"
"lennox close","2015-01","Anti-social behaviour",54.729919,-5.782454,"BT387DF"
"lennoxvale","2015-01","Anti-social behaviour",54.578908,-5.938106,"BT95BY"
"lettershendony avenue","2015-01","Anti-social behaviour",54.980601,-7.213844,"BT473HZ"
"lettershendony avenue","2015-01","Anti-social behaviour",54.981691,-7.212808,"BT473HZ"
"liffey court","2015-01","Anti-social behaviour",54.611256,-5.946687,"BT146JG"
"limekiln lane","2015-01","Anti-social behaviour",54.647727,-6.739946,"BT808TS"
"lindara drive","2015-01","Anti-social behaviour",54.856884,-5.842646,"BT402FB"
"lindara drive","2015-01","Anti-social behaviour",54.856069,-5.842254,"BT402FB"
"lindara park","2015-01","Anti-social behaviour",54.856322,-5.84333,"BT402GD"
"lisburn road","2015-01","Anti-social behaviour",54.460084,-5.837175,"BT294NX"
"lisburn road","2015-01","Anti-social behaviour",54.588355,-5.935169,"BT294NX"
"lisburn road","2015-01","Anti-social behaviour",54.583966,-5.943389,"BT294NX"
"lisfannon park","2015-01","Anti-social behaviour",54.99581,-7.327904,"BT489DU"
"lismore drive","2015-01","Anti-social behaviour",54.532893,-6.815213,"BT703EL"
"lisnahull gardens","2015-01","Anti-social behaviour",54.507242,-6.784199,"BT701UQ"
"lisnaragh road","2015-01","Anti-social behaviour",54.85596,-7.292116,"BT820SB"
"lisnasure road","2015-01","Anti-social behaviour",54.428156,-6.235924,"BT667NN"
"lisnisky lane","2015-01","Anti-social behaviour",54.43348,-6.40621,"BT635RB"
"listooder gardens","2015-01","Anti-social behaviour",54.455376,-5.829682,"BT247HX"
"loane drive","2015-01","Anti-social behaviour",54.354258,-7.612311,"BT744EG"
"lockview road","2015-01","Anti-social behaviour",54.57328,-5.931632,"BT95GN"
"lodge park","2015-01","Anti-social behaviour",55.126993,-6.655962,"BT521UN"
"longfield road","2015-01","Anti-social behaviour",55.036507,-7.159649,"BT473PY"
"lough erne park","2015-01","Anti-social behaviour",54.514516,-5.893556,"BT88PG"
"loughanhill park","2015-01","Anti-social behaviour",55.150727,-6.6634,"BT522QD"
"loughview manor","2015-01","Anti-social behaviour",54.63442,-5.968551,"BT148QS"
"lower braniel road","2015-01","Anti-social behaviour",54.577426,-5.863614,"BT57PA"
"lower catherine street","2015-01","Anti-social behaviour",54.178389,-6.341111,"BT356BE"
"lower crescent","2015-01","Anti-social behaviour",54.587857,-5.933895,"BT235BU"
"lynden gate","2015-01","Anti-social behaviour",54.427828,-6.4123,"BT635YH"
"madison avenue","2015-01","Anti-social behaviour",55.02403,-7.175374,"BT473PW"
"magazine street","2015-01","Anti-social behaviour",54.997442,-7.32083,"BT486HH"
"magherafelt road","2015-01","Anti-social behaviour",54.697173,-6.664413,"BT457TB"
"maginnis street","2015-01","Anti-social behaviour",54.179035,-6.341728,"BT356AR"
"main street","2015-01","Anti-social behaviour",55.206186,-6.652541,"BT536AN"
"main street","2015-01","Anti-social behaviour",55.153976,-6.413683,"BT536AN"
"main street","2015-01","Anti-social behaviour",54.843945,-6.671477,"BT536AN"
"main street","2015-01","Anti-social behaviour",54.659668,-5.669344,"BT536AN"
"main street","2015-01","Anti-social behaviour",54.346612,-6.774922,"BT536AN"
"main street","2015-01","Anti-social behaviour",54.184529,-6.486668,"BT536AN"
"main street","2015-01","Anti-social behaviour",55.044565,-7.016933,"BT536AN"
"main street","2015-01","Anti-social behaviour",54.591767,-6.213958,"BT536AN"
"main street","2015-01","Anti-social behaviour",54.195494,-6.141623,"BT536AN"
"main street","2015-01","Anti-social behaviour",54.80822,-6.51892,"BT536AN"
"main street","2015-01","Anti-social behaviour",54.620464,-6.215194,"BT536AN"
"main street","2015-01","Anti-social behaviour",54.254263,-7.445047,"BT536AN"
"main street","2015-01","Anti-social behaviour",54.21224,-5.889551,"BT536AN"
"malin gardens","2015-01","Anti-social behaviour",54.99767,-7.339389,"BT489NH"
"malton rise","2015-01","Anti-social behaviour",54.555699,-5.966717,"BT96HY"
"manor close","2015-01","Anti-social behaviour",54.726975,-5.800903,"BT146DJ"
"manor drive","2015-01","Anti-social behaviour",54.508881,-6.050356,"BT281QX"
"manor street","2015-01","Anti-social behaviour",54.612831,-5.945246,"BT146ED"
"manse drive","2015-01","Anti-social behaviour",54.526429,-5.882654,"BT365US"
"manse road","2015-01","Anti-social behaviour",54.687095,-5.956615,"BT389HW"
"manse road","2015-01","Anti-social behaviour",54.059573,-6.009672,"BT389HW"
"manse terrace","2015-01","Anti-social behaviour",54.687625,-5.957705,"BT365UJ"
"marcus street","2015-01","Anti-social behaviour",54.175242,-6.338388,"BT341ET"
"margaretta park","2015-01","Anti-social behaviour",54.563506,-6.014801,"BT170JQ"
"margaretta park","2015-01","Anti-social behaviour",54.564022,-6.016152,"BT170JQ"
"marian park","2015-01","Anti-social behaviour",54.821328,-7.455138,"BT308DJ"
"marian park","2015-01","Anti-social behaviour",54.257132,-5.792259,"BT308DJ"
"mark street","2015-01","Anti-social behaviour",54.500129,-6.767631,"BT234DT"
"market square","2015-01","Anti-social behaviour",54.714583,-6.219285,"BT701AL"
"market square","2015-01","Anti-social behaviour",54.715206,-6.221368,"BT701AL"
"market square","2015-01","Anti-social behaviour",54.510895,-6.042678,"BT701AL"
"market street","2015-01","Anti-social behaviour",54.248458,-6.705129,"BT538RG"
"market street","2015-01","Anti-social behaviour",54.659688,-5.668506,"BT538RG"
"marquis street","2015-01","Anti-social behaviour",54.59668,-5.696529,"BT11JJ"
"marquis street","2015-01","Anti-social behaviour",54.599306,-5.934027,"BT11JJ"
"marsden gardens","2015-01","Anti-social behaviour",54.622052,-5.94012,"BT155AL"
"mayfield road","2015-01","Anti-social behaviour",54.666269,-5.981858,"BT367WE"
"mayo court","2015-01","Anti-social behaviour",54.604871,-5.960196,"BT133BE"
"mccrea park","2015-01","Anti-social behaviour",54.41763,-7.161642,"BT760AE"
"mcgarel court","2015-01","Anti-social behaviour",54.85438,-5.819155,"BT401LX"
"meadow drive","2015-01","Anti-social behaviour",54.754176,-5.997012,"BT235XS"
"meadow lane","2015-01","Anti-social behaviour",54.423594,-6.4418,"BT623NJ"
"meadow way","2015-01","Anti-social behaviour",54.502085,-5.797563,"BT235TQ"
"medway street","2015-01","Anti-social behaviour",54.601904,-5.89915,"BT41GA"
"meenagh park","2015-01","Anti-social behaviour",54.542939,-6.69245,"BT714NG"
"melmount gardens","2015-01","Anti-social behaviour",54.816578,-7.473838,"BT829EB"
